Successful,Title,CampaignStory
1,"a slowmade space - for Children's Wishing Well

","The Space

IG: @aslowmadespace

For now, this space lists scented candles and eco-resin crafts, slow-made item by item. At least 50% of all proceeds are donated to a selected non-profit organisation every month. From Oct '21 to Dec '21, all proceeds will be donated to Children's Wishing Well.

The Cause

Children's Wishing Well is a non-profit organisation and registered charity founded in 2002. It provides a range of services for children and youth from low-income families nationwide to support their educational and daily living needs. This is in collaboration with schools, other charities, government agencies, and corporates. All services are provided free-of-charge to beneficiaries.

- Groceries-For-Families and Hot Meals: provide timely assistance to their daily living

- Grant-A-Wish: sponsoring necessities for their education, health, and basic living

- Children Enrichment Progamme: a weekly tuition by MOE-registered professional tutors. It also includes sports, Music and Drama workshops, and short courses to help to equip children with skills for their future, and break the poverty cycle.

- Career GPS: allows students to visit organisations in a variety of industries so that they are exposed to different career options. Following the visits, work attachments and mentorship may be organised to help them fulfill their career aspirations.

Cash donations above $50 are eligible for 250% tax deduction, if full name and NRIC/FIN/UEN number are provided."
1,Help Grace To See,"Grace was born on 16 August 2018, and unfortunately, she was born with Gimbal Dermoid on both of her eyes. Dermoid cysts are benign (not cancer) and tend to grow slowly. They are p..."
1,Solidarity Gift for SG Livelihoods Fund by Leon Toh #WeGiveInSolidarity,"Hi Friends, 

In this unprecedented time of the COVID-19 pandemic with the challenges it brings on vulnerable families, I like to ask for your unprecedented generosity to be a hero..."
1,Help Mary Joy With Brain Aneurysm,"Please help my domestic helper Mary Joy who had contracted aneurysm(rupture of the brain's blood vessel) on 6th July21 My domestic helper from Philippines, Mary Joy Lusanta, had be..."
1,Help Morgan Cycle out Poverty - COP2020 Competitive,Helping raise money to build homes for those in need. Targeting a total distance of 300km over an 8 day period. Any and all donations are much appreciated!
1,108 Sun Salutations for India,"Hi friends,

India's Covid-19 situation needs no more introduction. Join me in dedicating 108 Sun Salutations to our friends in India. How to Participate? 1) Donate any amount of y..."
1,Troy is riding 250km from Malacca to Singapore for Charity,"Introduction

Ever wondered what a family that is struggling for a living may be dreaming of? Just food on the table. Yup! Simply 3 square meals a day! There is nothing scarier to ..."
1,"2020 Rain or Shine, Teresa Supports MS","Hi there! My name is Teresa, and I am a 2020 Multiple Sclerosis (MS) Ambassador. Some of you know about my sister, Shannon. In July 2010, she was diagnosed with Multiple Sclerosis ..."
1,Help Tha Mee With Her Stomach Cancer,"Help Tha Mee with her surgery bill and cancer treatment Tha Mee had been working for my family for the last 7 years, looking after my 4 boys, and she’s consider as part of our fami..."
1,Help My Premature Baby Jero,"Help our Premature Baby Jero. My name is Chee Hou, myself and my wife are from Malaysia working in Singapore. 
He is my 1st child, we are grateful for his arrival. He was born on 9..."
1,Help Maricel With Her Ovarian Cancer,"Maricel came to Singapore from Philippines to work as a domestic helper 15 years ago. She’s a single mother struggling to put her only son through school, by working here and sendi..."
1,Help Premature Baby Kishanth,"Help My Premature Baby Kishanth Medical Bills Baby Kishanth was born on his 30th week due to emergency caesarean birth, and we hope you can help us.

My wife and myself are both fr..."
1,Let's Work Together For MTFA's Casket Van!,"Before the year ends, I aim to fundraise $1,000 to support underprivileged families for a dignified burial.

As mentioned by MTFA, this fundraising proceeds will be used to purchase a casket van (van jenazah). This van will transport deceased Muslims with no next of kin/claimant or who cannot afford to pay for a burial, as well as abandoned body parts and fetuses left in our local hospitals.

Death can be very sudden, and to some, the burial expenses can be financially straining. Let's work together to pledge for this noble cause!"
1,Support Lorena’s Road To Recovery (Wesley Can’s wife),You may have come across Wesley Wee - a 40 year-old Singaporean who was diagnosed with Cerebral Palsy soon after he was born.  Despite discrimination and rejection by even his own ...
1,Fund Raising for Indonesia Sulawesi quake-tsunami relief,"Dear all, on behalf of Red Cross and as a member of the public, i've started this campaign to to raise funds for this cause. During this difficult period of time, our thoughts and ..."
1,Baby Rheya Needs Your Help,Baby Rheya Needs Your Help to Get the Liver Surgery She Needs for a Chance at Life This is Baby Rheya. She currently has a liver condition that can be fatal if she does not get the...
1,Help Baby Phuoc To Relieve His Pain,"Baby Phuoc is a 25 month old baby who is in tremendous pain right now. He was born in Vietnam, and was diagnosed with Hydracephalus - a condition where a part of the brain is fille..."
1,Birthday Fundraiser for Singapore Association of the Visually Handicapped (SAVH),"With less than 1% of Singapore's population estimated to be visually impaired, they remain a severely overlooked segment of our society. Many who lose their vision struggle with daily tasks and getting around in a society that has yet to embrace the visually-handicapped community. 

For seven decades, SAVH has been serving the blind in Singapore with its rehabilitation, counselling and job placement programmes, all with the goal of helping them to live independent and purposeful lives. I'm grateful to have had the opportunity to volunteer at SAVH with my school two years ago, and want to support them again now.

This year, I'm donating my birthday to shed light on this less-known charitable cause, as well as to bring light to the lives of the visually impaired. I will also be matching your donations dollar-for-dollar (up to $500) once this fundraiser closes on 30 December 2021. I greatly appreciate every little bit you contribute!"
1,Help Sau Chan Battle Lymphoma,"Help mother of 2 out of her current crisis Sau Chan and her spouse came from Malaysia and work in Singapore for more than 20 years to support both her parents and kids back home, i..."
1,Help Migrant Worker Amin,Who is Amin? Amin is a 39-year old migrant worker from Bangladesh. A father of a 5-year old son and a 7-year old daughter. Trying to earn an honest living for himself and his famil...
1,Sustainability @ Edgefield Secondary,"We are a group of Year 3 students from Edgefield Secondary School. As part of our Values-in-Action (VIA) project, we have partnered with Nature Society Singapore to raise awareness and funds for pollution and deforestation in Singapore.

The Nature Society (Singapore) or NSS is a non-government, non-profit organisation dedicated to the appreciation, conservation, study and enjoyment of the natural heritage in Singapore, Malaysia and the surrounding region. As a team, we want to raise awareness on the issue of pollution and deforestation in Singapore as it is often overlooked by many. Singapore is a highly developed country with extremely limited space, and it comes to no surprise that deforestation is a huge problem in Singapore. However, it might be shocking to some to find out that pollution is a huge problem as well.

Since 1980, development and increased pressure for land usage has led to Singapore losing most of its flora and fauna. Singapore had a 2018 Forest Landscape Integrity Index mean score of 1.11/10, ranking it 165th globally out of 172 countries. Singapore is more prominently affected by air and light pollution, the air pollution poses a significant risk to health and the light pollution harms the animals in many ways.

Hence, we have decided to raise funds for the cause through this campaign. We hope to receive your utmost support for this initiative to raise awareness and funds to counter deforestation and pollution in Singapore!"
1,"Bee Lee, Hui Ting & Sheethal swim for the Disabled","Thank you for visiting my fundraising page! I hope you will support me in my cause by making a donation.

The Red Cross Home for the Disabled – Singapore’s only residential home fo..."
1,Cancer patient holding on for 5 siblings,"Media coverage: Click to read in chinese https://www.johornow.com/donation-for-helping-a-girl-from-jb  Jing Yi (JY) is 27 years of age. Bubbly, cheerful, kind and always willing to..."
1,Low income Family/ Education Campaign,"""Education is the most powerful weapon which you can use to change the world."" Nelson Mandela For the past 10 months, a group of friends has come together to help a few orphanages ..."
1,"Yoga for a Change x LOVE, NILS 2021 (continued!)","This campaign is a continuation of our previous campaign, to close the gap to our goal before 2021 ends https://www.giving.sg/campaigns/yogaxlovenils!

We created the concept of Yoga for a Change, for people to practice yoga - move and relax, while contributing to worthy causes that enhance livelihoods in Singapore.

We teach weekly yoga classes at Fort Canning and Botanic Gardens, and ad-hoc gong relaxation & meditation sessions to raise funds for non-profits. We choose LOVE, NILS for our next round of fund-raising, to give hope and support to children with cancer in Singapore. LOVE, NILS provides children with cancer and their caregivers much needed healthcare guidance, emotional care plus social and community support that will enable them to thrive.

We donate all the proceeds from our classes' tickets directly through this campaign!

Find out more about Yoga for a Change initiatives, sign up for our weekly classes here: https://www.linktr.ee/yogaforachange

Find out more about LOVE, NILS: https://www.lovenils.org/

Donating is really simple and secure. The money will directly go to LOVE, NILS."
1,Diabetic Parents Plead Help for Quadriplegic Son,HELP CHEER ON A DIABETIC MUM WITH HER QUADRIPLEGIC SON AND WHEELCHAIR-BOUND HUSBAND TODAY 18 June 2017 By Bompipi Care (Writer: Ruo-Mei Chua) How We Learnt of Them We first got win...
1,SOS for Baby Zab,"Yzabella Joy (baby ""Zab"") is a blessing that has been long awaited by Mommy Joy and Daddy James. Her coming to this world, however, is not as smoothly as the eager parents have hop..."
1,BNP Paribas Supports CPASS,"[This is a private fundraising campaign created on behalf for BNP Paribas. Please only donate if you received this donation link.]

As part of their annual fundraising campaign, th..."
1,MFAC20: Fund A Hawker Campaign,"Music for A Cause 20: Supporting 5 x Local Hawkers In partnership with Hawkers United, Music for a Cause will be looking to support 5 x Local Hawkers who have been facing challengi..."
1,For Ella's Future,"For Ella's Future ""“We rise by lifting others.” Robert Ingersoll Michaela Louise Betis known as Ella to her family and school acquaintances came to Cambodia years back with her par..."
1,Run For Good!,"Participate in a run for the charity and contribute to positive change at your own pace and at your preferred location!

Challenges that will be organised: 
1. Fastest run - 3km In..."
1,Popular Vouchers for Students #AIWFC x #GreatSingaporeGive,"Help low-income families with school-going children.

The end of year season might be a time of celebration and festivities for most people. But for families that are struggling financially, it can be a challenge to manage the additional spending required for their children's education needs such as textbooks, uniforms or shoes for the following year. This Christmas, we want to bless these families with popular vouchers which they may use to purchase textbooks, stationery, etc.

We hope to bless about 80 school-going children with a $50 popular voucher each.

Help us to reach out and touch lives!

Ria* is a single mom with 3 kids. Her youngest is 1 year old, the other two are Primary school students. The family stays in a rental home and Ria* has recently started part-time work after managing to secure subsidy for infant care arrangements.

Bethesda Care Services provides financial assistance to Ria* in the form of monthly grocery vouchers to help alleviate her household expenses. This Christmas, we want to invite you to bless families like Ria's* with popular vouchers for their children's education needs.

Should there be any unused funds left after disbursing the $50 vouchers, funds will be channelled to Bethesda Care Services programmes and services so that we can continue to serve our beneficiaries, the low-income families, youths, children and seniors.

*Name has been changed to protect our client's identity."
1,Help Baby of Heni,"Puan Heni and En Samsir were looking forward to welcoming their 3rd child into the family. Due to financial constraints, they couldn't afford medical check-ups throughout her pregn..."
1,Solidarity Gift for SG Livelihoods Fund by Lenard Pattiselanno #WeGiveInSolidarity,Hi! My name is Lenard and I decided to do this because the COVID-19 experience has been an opportunity to reflect on so many things in life. There is much to be grateful for and I ...
1,Emergency Treatment for Little Channey,"This is an urgent appeal asking for your support to save 6-year-old Channey from impending paralysis, and premature death. On 2 Sep, we flew the child and her mother to Singapore f..."
1,Help Thu An with her Hydrocephalus,"Thu An came from the Northern Central Coast of Vietnam call Thanh Hoad Province, and the family are from the middle class. Even though she’s only 3 years old, she had gone through ..."
1,Free Food Point,Hi everyone. We at Krsna's Free Meals are seeing a 2-fold jump in beneficiaries with the recent announcement of tighter restrictions due to rising COVID-19 cases among the communit...
1,Assistance to Needy #AIWFC x #GreatSingaporeGive,"Your giving will provide year-round assistance to the needy. Funds raised here will be disbursed to low-income families, children and seniors throughout the year in the form of food rations, vouchers, financial assistance, and will also be utilized to meet immediate ad-hoc household or education needs.

Rachel* is struggling financially due to the medical fees for her elderly mom and husband. She has a 15 years old daughter and is also the main caregiver for her elderly mother. The family's income has been affected by Covid-19.

Bethesda Care Services has been providing Rachel* with monthly financial assistance. To further assist her family and others who are in tight situations, we hope to raise an Assistance to Needy fund which will be used to purchase ad-hoc items to meet the practical needs of the needy.

Any unused funds will be channelled to Bethesda Care Services programmes & services so that we can continue to serve our beneficiaries, the low-income families, youths, children & seniors.

*Name has been changed to protect our client's identity."
1,Help My Father To Proceed With His Surgeries,"My father had been working in Singapore in the construction and engineering sector for the last 35 years, and had been staying there since March 2020 because of lock-down in Malays..."
1,Help My Mum Fight Tumour,"Thank you for taking time to read my story.

2021 been a tough year for my mum, who is 67 years old. My dad passed away in January 2021, so the next logical thing to do is to fetch..."
1,Sharon's fundraising campaign,"Turning 27 this year, I'm planning to host a series of yoga classes (private/group) and workshops to raise funds for Club Rainbow, in memory of my baby niece."
1,giftsfromtheheart x rmhc,"This is a student initiative in conjunction with Ronald McDonald House Charities, whereby we will be fundraising through donations, selling of self-designed merchandise and other such means, in order to fulfill the birthday wishes of children with critical / long-term illnesses. Do support us in bringing joy to them and their families by donating to this campaign. No amount is too small!

You can follow our Instagram page @giftsfromthe.heart, where updates and other relevant information will be posted.

Thank you for your time and kindness!"
1,Stanley Rides 100KM for St Luke's ElderCare Ltd,"Thanks for dropping by my fundraising page. 

My heart is burdened by the realisation that the cost of live-in elder care in Singapore can cost anywhere between $1,200 and $4,500 p..."
1,KDF Millennium Ride 2019 - Annie Shu Ning,"Thank you for visiting my fundraising page. Thank you for your support in the past 5 years of KDF Millennium Ride. As you known, cycling is my passion and I extend this passion to ..."
1,Community Chest Christmas Light-Up 2021 #ChristmasLightUp #GivingWeekSG #GreatSingaporeGive,"In collaboration with SG Cares Giving Week and co-organised with the Orchard Road Business Association (ORBA), the Community Chest Christmas on A Great Street Light-Up Ceremony 2021 hopes to invite the community to join us in support of persons with mental health conditions, and to have essential, open conversations about the importance of mental health awareness.

Take a leisurely stroll down Orchard Road and witness ""Christmas in Bloom"" along the streets. We hope that the flowers' symbolism of resilience brings a sense of hope and joy to the nation. Together, we will be able to build a caring and inclusive Singapore that supports the community through any challenges ahead.

You can show your support for Community Chest by making a donation of any amount via this campaign page or even creating a sub-campaign page to raise funds for Community Chest."
1,Help baby Noelle this Christmas,"Help Baby Noelle come home this Christmas <<Update! Thank you for your generosity and outpouring of kindness. We will keep you posted!!>>

A few weeks ago, a 29-week premature baby..."
1,[SGAID] Help Refugees & Asylum Seekers In Thailand,This is a refugee-led initiative. Help vulnerable urban refugees and asylum seekers in Thailand with their pressing needs. Let us not forget those who live from hand to mouth on so...
1,Help Zoey And Her Children,Help Zoey And Her 2 Children! Many of you might had read about the story of a 26 years old Singaporean woman left her abusive husband from Johor and journey back to Singapore with ...
1,Help Mae Fight Leukemia,"Miss Durban Rhea Mae Lucasan, or known as Mae, is currently 29 years old, and came to Singapore from Bay-Ang Ajuy, Ilo Ilo Philippines in Jan 2020 to work as a domestic helper, it ..."
1,Help Give Yati A Fighting Chance,"We are fundraising with the goal of having Yati's light and fighting spirit around us for longer - for her kids, for her husband, for her friends and family, for everyone in her co..."
1,Help Jocelyn To Live Another Day,"Give My Wife Jocelyn A Chance To Live Another Day My wife, Jocelyn Lagman, has been battling Stage 4 Invasive Ductal Carcinoma GRII (the most common type of breast cancer) for over..."
1,Donate for Exclusive SOSD WhatsApp Stickers,"Spruce up your WhatsApp by adding 12 exclusive stickers to your messages! To help with the cost of operating our SOSD shelter during this tough time, Melissa of Paintinks by Melt (..."
1,Help Baby Chloe Amara,"Please help us to save our daughter, Chloe Amara My name is Oliveiro and I’m pleading your help to save my baby Chloe Amara.

My wife and myself did not expect that we will have a ..."
1,"NCSS - Gift, Gobble, Guide","NCSS is organising a year-end fundraising drive for staff, through the Heart Bus Heart Train (HBHT) Campaign as part of the MSF Family.

Donate and give generously during this year end festive season, to support the President's Challenge!

For enquiries, please contact the PC Secretariat Team directly."
1,Give Migrant Worker Islam A Chance To Live,"Give 22 years old Islam a chance to live. Islam Md Haduil came from Dhaka, Bangladesh and been working in a the construction industry in Singapore for the last 2 years.

He have a ..."
1,86th Coy Fundraising for New BBHQ,"The Boys' Brigade in Singapore is relocating to new Headquarter premises at 10 Kwong Avenue soon, where we will continue our mission in mentoring and training Boys and youths into responsible citizens and leaders in society. The premises will be developed in phases across 2021 and 2022.

Every dollar you donate to 86th BB Company's fundraising campaign not only helps to build up our new Headquarters, but it is foundational in fulfilling our fresh visions of nurturing young lives and promoting intergenerational community life in the surrounding precinct! We hope to start new BB Companies at the premises and also provide new engagement activities to serve the community as well as BB members and stakeholders.

So, join 86th Coy today in creating a supportive and fun learning hub with exciting adventure, leadership and values-in-action programmes for BB Boys, our stakeholders and the community!

We hope for your generous support in carrying out our mission, as we have done for the past 91 years in Singapore! We strive to continue the good works with our stakeholders and journey together towards our centennial year in 2030!"
1,Pray for Noor Juliana,"DEAR ALL,THIS IS MY DAUGHTER CURRENTLY. I AM PLEADING WITH OUR SINGAPOREANS TO HELP US OUT. BABY JULIANA WAS BORN WITH A CONGENITAL HEART PROBLEM. SHE HAS TO DATE GONE THRU 3 OPERA..."
1,Yoda+Sharon Ride for Rations 2020,"We will be doing a 400km fundraising ride this September with Bikeaid's Ride for Rations 2020 to raise funds for  Sunlove Abode for Intellectually-Infirmed Ltd.
Our aim is to raise..."
1,Help Baby Ishan Fight Metabolic Disorder,"Our 1-month-old baby boy Ishan is diagnosed with Neonatal Metabolic Disorder - Critical Medical conditions Baby Ishan was born as a healthy Child on 15 April 2021. After 3 weeks, h..."
1,KDF Millennium Ride 2019 - My 2nd Year raising funds for the needys.,"We the Epic Cyclist group will be cycling from Malaysia-Singapore covering 1000km in January 2019, in aid of KDF’s low-income patients for this fundraising campaign. Cyclists hail ..."
1,I'm No Stranger,"IMPORTANT Instructions to purchase a T-shirt: With every T-shirt sale, SDI Academy will gift a Dr. English guidebook to our Migrant Worker friends. Step 1: Choose your preferred de..."
1,Please Help My Mum Fight Brain Tumour,"Dear givers, my name is JinHui, and I'm here seeking your help with my mother's medical bill.

My mum, Madam Lim is from Malaysia, and came to Singapore on Long Term Visit Pass man..."
1,Help Yemen with Medecins Sans Frontieres (Doctors Without Borders),"A while ago, I shared what little I knew about Yemen on my socials. A historically rich and diverse landscape many of us can only dream of seeing. The birthplace of my grandparents..."
1,Help Uncle Tan Get Rid of This Cockroach Haven,"Uncle Tan, a single senior elderly, age 80, comes from the forgotten low income cluster of Singapore has been staying alone in a 1 room rental flat for the past years with no immed..."
1,Revolution COVID-19 Relief Fund,"45MINS OF SPIN WITH STEPH (@bunbunbunz)

PART 2 OF REVOLUTION'S COVID-19 CARE FUND SATURDAY, 06/06 1:30PM?
?
Join us in taking part in a 45mins SPIN with @bunbunbunz as we give bac..."
1,Please Help My Baby Aaron,"Baby Aaron was born on 06 April 2021, premature at 32 weeks and his actual due date is on 30 May 2021. My wife and myself are from Malaysia and both are working in Singapore on Wor..."
1,Help With My Deceased Husband Medical Bills,"Please help with my deceased husband medical bills My husband, Ramamurthy, came from India, to work in Singapore to provide for our family a better life. Together with myself and 2..."
1,Brave the Front: Equip medical professionals in Indonesia with PPE to fight COVID-19,Help medical professionals in Indonesia #BravetheFront We are crowdfunding to raise money for the purchase of protective personal equipment (PPE) for medical professionals in Indon...
1,Help Oronos Fight TB,Help Oronos Fight Disseminated TB Updated 10 August 2021: ?????????? ???????????????????????????????????????????????????????????????? ???????????????????????????????Give???????????...
1,Project Aeipathy 2020 Raffle,"Hi there, we are Project Aeipathy 2020, a student-initiated fundraising project team which came together in hopes of raising awareness for Multiple Sclerosis (MS) and to raise fund..."
1,Give Isaac a chance to LIVE,"Isaac Ng needs you. Please give Isaac a chance for CURE, a chance to LIVE Isaac Ng is a fun-loving cheerful 5 year old boy.  When he was 3 years old, he was diagnosed with standard..."
1,Help My Baby Kyo Medical Bills,"Please help my baby with Congenital Lung Emphysema My name is Lee Bin Li, 29 years old Malaysian, currently a PR in Singapore. My wife was found pregnant on the March of 2020 and w..."
1,NCIS Cancer Fund & NUH Children's Cancer Fund,"Note: We would like to seek your understanding that the issuance of tax deductible / non-tax deductible receipts will be delayed due to the COVID-19 situation. Thank you and keep safe.

Support cancer patients in need of financial aid and their families to cope with financial hardships and lead a better life. Will you make a difference to touch someone's life today? All proceeds will be split evenly between NCIS Cancer Fund and NUH Children's Cancer Fund.

Make a Gift, Make a Difference!"
1,"RUNraiser, a fundraising campaign for our migrant friends!","RUNraiser, a fundraising campaign for our migrant friends! Migrant workers are an integral part of Singapore’s progress with them pouring their sweat into building homes, roads, in..."
1,Save Baby Eve From Tumor,"Please help Baby Eve to be healthy, walk and play happily again. Baby Everest, or Baby Eve is a 20 months old baby born in Indonesia, Semarang, suffering from malignant tumor on he..."
1,Give little Aahana a chance at life with heart surgery,"Little Aahana was born with rare congenital heart disease, TOF, Pulmonary Atresia with VSD. 
Pulmonary atresia with ventricular septal defect (PA-VSD) is a cyanotic congenital hear..."
1,Solidarity Gift for SG Livelihoods Fund by Gina Ho #WeGiveInSolidarity,The current COVID-19 pandemic is having an immense negative impact to the vulnerable in our community. My friends and I have come together and started a campaign to encourage the d...
1,Darul Ihsan Orphanage,"Every child deserves a good education, good food, a roof over their head regardless if their parents are still alive or not. May Allah bless every donor with health and wealth in this world and hereafter in Akhirat..Aamiin Ya Rabb.."
1,Help a 4 year old live again,Family urgently needs financial help A little boys heartache Video https://vimeo.com/263831285#at=4 Click on the red link above for the video ?? Family has exhausted all funds incl...
1,Help Baby  Hai Dang With Sarcoma,"Baby Hai Dang was born on 01 July 2019 in Vietnam, he was the joy and pride of the family as this is their first born!

However the happiness was short lived! 2 months into the wor..."
1,Bynd Artisan #JustOneThing: Pay it Forward and Get a Notebook Designed by Kristen Kiong,"Under this #JustOneThing campaign with Bynd Artisan, we invited 12 influencers to design their own unique notebook by reflecting on the theme of 'A New Chapter'. Each design will be produced with a limited quantity of 30 copies only. All the donations raised will be channeled to support Halogen's entrepreneurship and mentoring programmes in 2022.

""As a public figure, I carry the promise of a great big heart to those who know me both online and offline, not just being a role model in what I do but also in being authentic to live the talk. Like all other entrepreneurs, I always have new plans, the big plans from the great big hearts. However, this can sometimes derail the original intention. So stay on the path and always remember why you start in the first place! May the little flower bring you hope and growth in the new year!""

Kristen Kiong @kristenkiong, an illustrator and calligrapher.

Born from a rich heritage of craftsmanship, Bynd Artisan offers customised and personalised leather and paper gifts for everyone, for any occasion. Bynd Artisan encourages its audience to immerse themselves in the process of creating the perfect gift and offers workshops to share the joy of craft. The brand also provides a platform for talents and creatives to celebrate innovation and design through collaborations. This passion for design extends to corporate gifting with bespoke creations and custom personalisation, enabling clients to share the perfect gift from the heart."
1,Show a little love this season.,"The Chen Su Lan Methodist Children's Home receives children from complex family backgrounds of abuse and neglect. 

For just $10, you can provide 1 day of meals for a child so they have a balanced diet and grow up healthy.

$50 could mean one restaurant meal for us which we spare little thoughts over, but this amount can provide 1 month of programmes for a child to build self-esteem and recover from past trauma.

If you can, $100 can provide tuition for up to 2 children struggling with school work.

$200 can provide for 1 day of meals for 80 of their children and youth.

How about helping these children out so that they can have a slightly better time since Christmas is just two months away?"
1,Help Berna Recover from Stroke,“The greatest good is what we do for one another.” ~Mother Teresa. My sister Berna is the eldest among four siblings in our family. Our mother is a housewife and when our father pa...
1,Help Jeany Recover From Heart Attack,"My name is Jeany Juarana. I am 39 years old and I come from Bago City, Philippines. I am a domestic helper working in Singapore for the past 10 years with my employer. I am a singl..."
1,#PledgeYourSolidarity & share your surplus #wegiveinsolidarity,#PledgeYourSolidarity & share your surplus vulnerable Singaporeans who need a safe home to shelter in. Got some extra funds saved up from cancelled holidays or the current governme...
1,Help the children #Matching Fund #STARSHOWCASE #GreatSingaporeGive,"Be the one who helps. This campaign supports fundraising efforts in support of CARE's work in School Based Social Work

Your gift can light up the live of a young child and bring the brightness to a live that could be dark and sad. Mental wellness and emotional support are crucial parts of growing up well.

Shine your love into their lives and help us support them and their families and recognize their progress with family bonding.

Donations qualify for 1:1 matching"
1,Help Natarajan With Her Medical Bills,"Natarajan Vellaiammal has been our beloved Foreign Domestic Worker was over 5 years. She came to Singapore in 2015. She served us very well, and took care of our special needs boy ..."
1,Support Kidney Dialysis Foundation Milliennium 1000km ??????kick ass Ride 10th Jan to 14th Jan??????,Thank you for visiting my fundraising page! I hope you can support as we ride 10th to 14th Jan 1000km rain or bbq sun to raise fund for the poorest kdf patients. All donation will ...
1,[Urgent] Can You Please Help India Battle Its COVID-19 Crisis Today? #StayStrongIndia,"Dear Friend, COVID-19 crisis continues unabated in metropolis of 20 million people A woman is consoled after her husband died due to the coronavirus disease (COVID-19) outside a mo..."
1,Barclays Charity Ride for Aidha 2019,A group of Barclays colleagues will take part in OCBC cycle event on May 12th as corporate team into The Sportive Ride (42km) to raise fund to support Aidha charity. The riders are...
1,Help My Father Al Azmi With His Medical Bills,"My dad, Al Azmi, is a Malaysian and had been staying in Johore all his life.

I work in Singapore as a technician with a monthly salary of $1400, and trying my best to support the ..."
1,Team SIG | Ride for Ration 2020 |,Team SIG fundraising by Jason Chew/Paul Goh/Guo Xian for SunLove Abode for Intellectually Infirmed Ltd in support for Bike-Aid (Singapore) Ride for Rations (RfR) fund raising initi...
1,Butterfly Effect,"Did you know your donation has a butterfly effect? The butterfly effect refers to the theory that a tiny action can cause large effects. I am the living proof of this effect. Not only my promotion as a principal of a kindergarten vanished after I suffered a stroke and has hemiplegic condition at age 38. Doctor advised my family to send me to a nursing home. However, I worked hard in rehabilitation and was ready to enter the employment market after 3 years. High hopes turned to hopeless when I can't find jobs after countless attempts. I approached SPD and was offered training as an administrative trainee in their Sheltered Workshop. I am grateful to SPD for throwing me a life buoy when I'm sinking into depression. Fast forward to today, I was promoted to an executive staff with SPD and soon will be receiving my 15 years long service award. SPD not only allowed me to find my self-esteem and confidence but provide space for me to grow. Without SPD's support, I don't think I will be able to fulfil my dream to continue my study, be a befriender and speaker for more than 11 years spreading awareness of stroke and disabilities. Now I'm a proud grandmother of 2 grand kids and enjoying life with contentment. I do not know how big the butterfly effect will be, but I know it has a great impact on me, my family and everyone around me. I strongly believe SPD will continue to help many more people with disabilities but it's up to donors to create the butterfly effect."
1,Dollar Match: The Never-Ending Gift,"All donations to the Never-Ending Gift Campaign are matched dollar for dollar by the Singapore Government and Tote Board. 

This year, we celebrate the 80th Anniversary of Canossaville and we are grateful for the unwavering support and everlasting faith of our partners and friends. With the dollar match, your donation will go twice as far with double the impact!

Canossaville started as Canossa Orphanage on 15 August 1941, together with Canossa Convent Primary School at Sallim Road in response to the increasingly urgent need to serve the poor in the Geylang-Aljunied area. 

Over the years, the Canossian Sisters and the children endured a war, relocation to Malaysia, expansion, and finally as Canossaville Children and Community Services today. Mother Foundress, St Magdalene, always said that we must change with the sign of the times. As such, Canossaville will continue to grow and strengthen our support for the children, families, and the communities. 

The proceeds from this campaign would ensure that we continue to provide our essential programmes and services to our children and families from all race and faiths, persist in providing early intervention support for our children with hearing loss, and grow and expand our assistance to those in need. 

Please also share this campaign with your families and friends and encourage them to Be a Never-Ending Gift to our children. 

Thank you, and may God bless you!"
1,Help Ti Phaw To Recover,"Ti Phaw is my father’s helper from Myanmar. She started working for my father in Jan 2020. She has been a great helper and my father sees her like his own daughter. 

In Jan 2021, ..."
1,Final Journey Funeral Expenses - HJ0261A,"We regret to announce that Uncle Ponnapalam who is under our care had passed away yesterday. Uncle Ponnapalam, a senior elderly, age 71, comes from the forgotten low income cluster..."
1,2021K Grocery Run,"In this challenging time of COVID-19, many of our children and families are going through hard times due to the uncertain job climate. Many of our beneficiaries reflected to us that their parents' income has been badly affected and how down they feel. Some of them go to bed hungry, while others find it difficult to focus on their studies.

We would like to ease their financial burdens by providing them with some groceries that can help feed the family. Your donation can go a long way in helping them and making sure they are not left behind in times like these. No contribution is too small. Please help us to keep feeding the children. $200 can support the monthly groceries and daily necessities for a child."
1,Light up! December,#NAME?
1,Give Hoang Lam a chance to fight cancer!,Nguyen Hoang Lam is a very much loved son and younger brother. He is 10 years old and loves nothing more than to fill his time singing and dancing. His family used to live a normal...
1,Baby Ziv Needs Help (28 weeks Premature Baby),"Hi everyone! This is Aziel Ziv, my son, born at 28weeks on Apr. 30, prematurely because I was diagnosed with incompetent cervix. Our initial plan for his delivery is in the Philipp..."
1,Do a Donation walk for Rainbow Centre Singapore.,"Walk for Charity My name is Tay Yong Hung, 68 years old and a volunteer at Rainbow Centre’s Yishun Park campus. It has been a very fulfilling and satisfying journey so far for me t..."
1,Help My Uncle With Liver Cancer,"Please help my uncle for his Liver Cancer! My uncle, Meng Wai had been working in Singapore for the last few years.

End 2020, he had been feeling unwell, and he was warded in Yish..."
1,Help little Laila beat leukaemia and see her 3rd birthday,"Two-year-old Laila urgently needs your help to see her next birthday. Like many young children, Laila loves birthdays! And what she enjoys more than anything is blowing out the can..."
1,Nizam is going home..but broken,"Nizam is going home, but broken.. Md Nizam Uddin is a 40 years old healthy guy who arrived in Singapore healthy and eager to earn a living for this family back home in Bangladesh. ..."
